edit_sim:analytic,edit_sim:innovation,edit_sim:technology,edit_sim_sent:analytic,edit_sim_sent:innovation,edit_sim_sent:technology,company,haskey:analytic,haskey:innovation,haskey:technology,tic,groundtruth:analytics,example_sent:analytics,start_year:analytics,Notes:analytics,Actuall User
0.444444444,0.545454545,1,paypal joins uber in coalition to address barriers to covid 19 vaccine equity,paypal partners with codehouse inroads and national association of black accountants to mentor and recruit black and diverse talent,paypal and venmo to introduce qr code touch free payment technology in cvs pharmacy stores,paypal holdings inc.,0,0,1,PYPL,,,,,
0.444444444,0.583333333,0.4,nvhomes announces grand opening of deep creek village in annapolis new luxury grand townhomes from the 340s and single family homes from the 540s,nvr inc announces the introduction of the ryan homes brand to tennessee,one of nations largest homebuilding companies unveils the grand opening of the newly decorated wexford townhome offered at the villages at parkers mill in mount holly nj,nvr inc.,0,0,0,NVR,,,,,
0.444444444,1,1,kyndryl and ssw pragmatic solutions partner to develop ai powered assistant,kyndryl and aws establish strategic partnership to accelerate cloud adoption and innovation for customers,kyndryl to speak at the jp morgan global technology media and communications conference,kyndryl,0,1,1,KD,,,,,
0.444444444,0.7,0.4,bank of america card spending up 15 in april even amidst a backdrop of rising inflation,bank of america card spending up 15 in april even amidst a backdrop of rising inflation,bank of america invests nearly 43 million to help drive economic mobility in washington dc,bank of america corporation,0,0,0,BAC,,,,,
0.444444444,0.8,1,jeep brand is recognized as americas 2021 most patriotic brand,innovative jeep wrangler 4xe named to wards 10 best engines and propulsion systems,stellantis showcases technology driven future at ces 2022 with on site and virtual experiences,stellantis,0,0,1,STLA,,,,,
0.444444444,1,0.4,pseg and the pseg foundation announce 1 million commitment to fight racial injustice inequity,pseg joins energy impact partners funds to drive decarbonization and clean energy innovation,pseg foundation supports more than 200 nonprofit organizations tackling environmental sustainability social justice equity and economic empowerment,pseg,0,1,0,,,,,,
0.444444444,0.8,0.5,caba shareholder alert jakubowitz law reminds cabaletta shareholders of a lead plaintiff deadline of april 29 2022,iipr shareholder alert jakubowitz law reminds innovative industrial properties shareholders of a lead plaintiff deadline of june 24 2022,fixx shareholder alert jakubowitz law reminds homology shareholders of a lead plaintiff deadline of may 24 2022,jakubowitz law,0,0,0,,,,,,
0.444444444,0.8,0.4,foot locker unveils before and after the bite campaign in partnership with notable coalition of musicians and artists,foot locker inc introduces latest innovative retail collaboration  eastbay performance zone at champs sports,abg cements reeboks position with foot locker inc through new partnership,foot locker inc.,0,0,0,FL,,,,,
0.444444444,0.8,1,timken to acquire beka lubrication expanding its global leadership in automatic lubrication systems,timken named to informationweek 500 list also named a top business technology innovator,timken named to informationweek 500 list also named a top business technology innovator,the timken company,0,0,1,ARTLP,,,,,
0.444444444,0.909090909,1,bernstein liebhard llp investigating anatabloc lawsuit claims against manufacturers and sellers of dietary supplement purported to treat chronic and incurable medical conditions,hiiq losses alert bernstein liebhard llp announces first investigation of health insurance innovations inc   hiiq,embark technology inc nasdaq embk shareholder class action alert bernstein liebhard llp reminds investors of the deadline to file a lead plaintiff motion in a securities class action lawsuit against embark technology inc f,bernstein liebhard llp,0,1,1,T,,,,,
0.444444444,0.416666667,0.3,leggett  platt completes acquisition of western pneumatic tube,leggett  platt announces webcast of march 3rd presentation,leggett  platt announces record full year eps,leggett  platt,0,0,0,LEG,,,,,
0.444444444,1,1,bank of montreal enters into automatic securities purchase plan,bmo announces plan to partner with breakthrough energy catalyst to accelerate climate innovation,microsectors launches 1x fang technology exchange traded product on nyse arca,bmo financial group,0,1,1,AMBC,,,,,
0.416666667,0.5,0.6,recursion and bayer expand fibrosis collaboration to include inferential search capabilities,recursion announces enrollment of first patient in phase 2 trial for the treatment of cerebral cavernous malformation,recursion announces transformational collaboration with roche and genentech in neuroscience and oncology advancing novel medicines to patients using machine learning and high content screening methods at scale to map complex biol,recursion,0,0,0,RXRX,,,,,
0.416666667,0.4,0.2,poplar homes raises 53m series b to give independent real estate investors the full stack property management capabilities of national companies,poplar homes raises 53m series b to give independent real estate investors the full stack property management capabilities of national companies,poplar homes raises 53m series b to give independent real estate investors the full stack property management capabilities of national companies,poplar homes,0,0,0,DHOM,,,,,
0.416666667,0.583333333,0.6,elekta and philips begin installation of mr guided linear accelerator at the netherlands cancer institute,elekta and philips begin installation of mr guided linear accelerator at the netherlands cancer institute,elekta and philips deepen strategic partnership in precise and individualized oncology care,elekta,0,0,0,,,,,,
0.416666667,0.8,0.4,sharecare completes acquisition of docai enhancing digital health offering with innovative ai solutions and tech capabilities,wellstar health system and sharecare enter partnership to deliver innovative personalized health and wellness platform for team members and consumers,sharecare completes acquisition of docai enhancing digital health offering with innovative ai solutions and tech capabilities,sharecare,0,0,0,SHCR,,,,,
0.416666667,1,0.4,neptune closes sugarleaf acquisition expanding us extraction capabilities,neptune appoints robert dipede as senior vice president of biodroga and health  wellness innovation,neptune wellness wholly owned subsidiary biodroga nutraceuticals launches new website and announces participation in the 2021 supplyside west conference featuring the companys new pumps and sprays,neptune wellness solutions inc.,0,1,0,NEPT,,,,,
0.416666667,0.8,0.3,meridian acquires euprotein to further expand recombinant protein capabilities,meridian launches innovative air dryable qpcr mixes enabling direct detection of dna or rna from urine samples,meridian launches two new air dryable mixes for isothermal amplification powering shortest time to results in point of care testing,meridian bioscience inc.,0,0,0,VIVO,,,,,
0.416666667,0.6,0.6,essa pharma announces first patient dosed in a phase 12 clinical trial of epi 7386 in combination with enzalutamide in patients with metastatic castration resistant prostate cancer,essa pharma announces the presentation of preclinical data for its first generation of androgen receptor n terminal domain degraders,essa pharma presents new data on epi 7386 at the european society of medical oncology esmo 2019 congress,essa pharma inc,0,0,0,EPIX,,,,,
